topic,subtopic,keywords,exam_boards,question_text,option_a,option_b,option_c,option_d,correct_option,explanation,difficulty
Astrophysics and Cosmology,Stellar Evolution,stellar evolution;protostar;life cycle,Eduqas;AQA;OCR;Edexcel,What is the first stage in the life cycle of a star?,Main sequence,Red giant,Protostar,White dwarf,C,A star forms from a collapsing cloud of gas and dust known as a protostar.,easy
Astrophysics and Cosmology,Stellar Evolution,main sequence;equilibrium;forces,Eduqas;AQA;OCR;Edexcel,What causes a main sequence star to remain stable?,Electromagnetic repulsion,Rotation,Gravitational collapse and radiation pressure in equilibrium,Low mass,C,A main sequence star is stable due to the balance between gravitational forces and radiation pressure from fusion.,easy
Astrophysics and Cosmology,Stellar Evolution,main sequence;fusion;hydrogen,Eduqas;AQA;OCR;Edexcel,What process powers a main sequence star?,Nuclear fission,Chemical reactions,Gravitational contraction,Nuclear fusion of hydrogen,D,Main sequence stars produce energy by fusing hydrogen nuclei into helium in their cores.,easy
Astrophysics and Cosmology,Stellar Evolution,stellar evolution;sun;white dwarf,Eduqas;AQA;OCR;Edexcel,What happens to a star like the Sun when it runs out of hydrogen fuel?,It collapses into a neutron star,It becomes a white dwarf,It explodes in a supernova,It becomes a black hole,B,"After hydrogen is exhausted, a Sun-like star becomes a red giant and eventually sheds its outer layers, leaving behind a white dwarf.",medium
Astrophysics and Cosmology,Stellar Evolution,supernova;massive star;life cycle,Eduqas;AQA;OCR;Edexcel,Which type of star ends its life as a supernova?,Red dwarf,Sun-like star,Massive star,White dwarf,C,"Only massive stars go supernova at the end of their lives, potentially leaving behind neutron stars or black holes.",medium
Astrophysics and Cosmology,Stellar Evolution,planetary nebula;star death;white dwarf,Eduqas;AQA;OCR;Edexcel,What is a planetary nebula?,A region where new stars are born,A collapsed star,A shell of gas ejected by a dying Sun-like star,A region of high gravity,C,Planetary nebulae are shells of gas ejected when a low to intermediate mass star dies.,medium
Astrophysics and Cosmology,Stellar Evolution,stellar remnants;black hole;density,Eduqas;AQA;OCR;Edexcel,Which stellar remnant is the densest?,White dwarf,Neutron star,Black hole,Red giant,C,"Black holes are the densest known objects, with gravitational fields so strong that not even light can escape.",medium
Astrophysics and Cosmology,Stellar Evolution,white dwarf;degeneracy pressure;forces,Eduqas;AQA;OCR;Edexcel,Which force prevents the collapse of a white dwarf?,Gravitational repulsion,Electron degeneracy pressure,Neutrino pressure,Magnetic field pressure,B,Electron degeneracy pressure resists further collapse of a white dwarf once fusion stops.,hard
Astrophysics and Cosmology,Stellar Evolution,supernova;mass;neutron star;black hole,Eduqas;AQA;OCR;Edexcel,A massive star ends its life in a supernova. What determines whether it becomes a neutron star or black hole?,The original mass of the star,Its distance from Earth,The speed of its rotation,Its composition,A,The mass of the core after the supernova determines whether the remnant is a neutron star or collapses into a black hole.,hard
Astrophysics and Cosmology,Stellar Evolution,chandrasekhar limit;white dwarf;collapse,Eduqas;AQA;OCR;Edexcel,What is the Chandrasekhar limit?,The maximum size of a star,The mass limit for a star to become a red giant,The maximum mass of a white dwarf before it collapses,The energy required for fusion,C,The Chandrasekhar limit (~1.4 M☉) is the maximum mass a white dwarf can have before collapsing into a neutron star.,hard
Astrophysics and Cosmology,Dark Matter and Dark Energy,dark matter;gravity;galaxies,Eduqas;AQA;OCR;Edexcel,What is dark matter believed to be responsible for?,Emitting large amounts of radiation,Accelerating the expansion of the universe,Excess gravitational effects not explained by visible matter,Slowing down cosmic expansion,C,Dark matter explains gravitational effects in galaxies and clusters that visible matter alone cannot account for.,medium
Astrophysics and Cosmology,Dark Matter and Dark Energy,dark energy;expansion;acceleration,Eduqas;AQA;OCR;Edexcel,What is dark energy thought to cause?,The collapse of stars,The slowing of the expansion of the universe,The acceleration of the universe’s expansion,The rotation of galaxies,C,Dark energy is the name given to the unknown force causing the accelerating expansion of the universe.,medium
Astrophysics and Cosmology,Dark Matter and Dark Energy,dark matter;invisible;observation,Eduqas;AQA;OCR;Edexcel,Why can't we directly observe dark matter?,It is transparent to all forms of radiation,It is found only outside the observable universe,It travels faster than light,It emits only microwave radiation,A,"Dark matter does not emit, absorb, or reflect light, making it invisible to current instruments.",easy
Astrophysics and Cosmology,Dark Matter and Dark Energy,galaxy rotation;dark matter;evidence,Eduqas;AQA;OCR;Edexcel,Which observational evidence supports the existence of dark matter?,Redshift of distant galaxies,Microwave background radiation,Flat rotation curves of galaxies,Spectral lines in starlight,C,Galaxies rotate faster than expected based on visible mass alone; dark matter explains this discrepancy.,medium
Astrophysics and Cosmology,Dark Matter and Dark Energy,dark energy;repulsive force;expansion,Eduqas;AQA;OCR;Edexcel,Which of the following best describes dark energy?,A type of invisible gas,A repulsive force acting on large cosmic scales,A form of high-energy radiation,Residual energy from the Big Bang,B,Dark energy is a hypothetical force causing the acceleration of the universe’s expansion.,medium
Astrophysics and Cosmology,Dark Matter and Dark Energy,dark energy;percentage;cosmic composition,Eduqas;AQA;OCR;Edexcel,What proportion of the universe is made up of dark energy (as currently estimated)?,5%,27%,68%,95%,C,Dark energy is believed to make up about 68% of the total energy content of the universe.,easy
Astrophysics and Cosmology,Dark Matter and Dark Energy,dark matter;percentage;universe,Eduqas;AQA;OCR;Edexcel,"Which proportion of the universe is composed of dark matter, according to current models?",5%,23%,27%,68%,C,Dark matter is thought to constitute about 27% of the universe.,easy
Astrophysics and Cosmology,Dark Matter and Dark Energy,detection;dark matter;rotation curves,Eduqas;AQA;OCR;Edexcel,Which method is commonly used to detect the effects of dark matter?,Measuring temperature of stars,Studying rotation curves of galaxies,Analyzing chemical composition of dust clouds,Observing pulsar timings,B,"Flat galaxy rotation curves suggest the presence of unseen mass, attributed to dark matter.",medium
Astrophysics and Cosmology,Dark Matter and Dark Energy,supernovae;dark energy;acceleration,Eduqas;AQA;OCR;Edexcel,Which type of observations revealed the universe's accelerated expansion?,Gamma-ray bursts,Supernova brightness at different redshifts,Radio emissions from galaxies,Rotation of pulsars,B,"Type Ia supernovae showed the universe's expansion is accelerating, leading to the idea of dark energy.",hard
Astrophysics and Cosmology,Dark Matter and Dark Energy,baryonic matter;universe;normal matter,Eduqas;AQA;OCR;Edexcel,What is the total percentage of the universe made up of normal (baryonic) matter?,5%,23%,27%,50%,A,Baryonic matter makes up only about 5% of the universe — everything we see and touch.,easy
Astrophysics and Cosmology,Stellar Classification and HR Diagrams,HR diagram;temperature;luminosity,Eduqas;AQA;OCR;Edexcel,Which two properties are plotted on the axes of a Hertzsprung-Russell (HR) diagram?,Luminosity and temperature,Mass and brightness,Radius and spectral class,Age and brightness,A,"The HR diagram plots stellar luminosity (vertical axis) against surface temperature (horizontal axis, decreasing to the right).",easy
Astrophysics and Cosmology,Stellar Classification and HR Diagrams,main sequence;HR diagram;stellar classification,Eduqas;AQA;OCR;Edexcel,"On the HR diagram, where do most stars lie?",On the horizontal branch,On the main sequence,In the red giant region,In the white dwarf region,B,"Most stars, including the Sun, lie on the main sequence, a diagonal band where stars spend most of their life.",easy
Astrophysics and Cosmology,Stellar Classification and HR Diagrams,white dwarf;temperature;luminosity,Eduqas;AQA;OCR;Edexcel,Which of the following best describes a white dwarf on the HR diagram?,High luminosity and low temperature,Low luminosity and high temperature,Low luminosity and low temperature,High luminosity and high temperature,B,"White dwarfs are very hot but dim, so they appear in the lower left of the HR diagram.",medium
Astrophysics and Cosmology,Stellar Classification and HR Diagrams,spectral class;stellar classification;temperature,Eduqas;AQA;OCR;Edexcel,Which spectral class represents the hottest stars?,O,B,G,M,A,"O-class stars are the hottest, followed by B, A, F, G, K, and M.",easy
Astrophysics and Cosmology,Stellar Classification and HR Diagrams,HR diagram;temperature;axes,Eduqas;AQA;OCR;Edexcel,In which direction does temperature increase on the HR diagram?,To the right,Upward,Downward,To the left,D,Temperature increases to the left on the HR diagram — it’s plotted in reverse order.,medium
Astrophysics and Cosmology,Stellar Classification and HR Diagrams,red supergiant;HR diagram;position,Eduqas;AQA;OCR;Edexcel,The star Betelgeuse is classified as a red supergiant. Where would it appear on the HR diagram?,Lower left,Upper right,Upper left,Centre,B,"Red supergiants are cool and extremely luminous, placing them in the upper right of the HR diagram.",medium
Astrophysics and Cosmology,Stellar Classification and HR Diagrams,stellar evolution;HR diagram;life cycle,Eduqas;AQA;OCR;Edexcel,What does the position of a star on the HR diagram indicate about its life stage?,Only its composition,Only its location in the galaxy,"Its temperature and size, which help determine its evolutionary stage",Its orbital velocity,C,"A star’s position on the HR diagram gives clues about its temperature, luminosity, and hence its stage of life.",medium
Astrophysics and Cosmology,Stellar Classification and HR Diagrams,HR diagram;temperature;luminosity;main sequence,Eduqas;AQA;OCR;Edexcel,"A star has a luminosity of 100 L☉ and a surface temperature of 10,000 K. Where would it lie on the HR diagram?",Main sequence,Red giant,White dwarf,Supergiant,A,High temperature and moderate luminosity place the star on the upper main sequence.,hard
Astrophysics and Cosmology,Stellar Classification and HR Diagrams,HR diagram;cool stars;luminosity,Eduqas;AQA;OCR;Edexcel,Which type of stars appear in the lower right of the HR diagram?,"Cool, dim stars","Hot, bright stars","Cool, bright stars","Hot, dim stars",A,"Stars in the lower right are low-temperature and low-luminosity — small, cool stars.",medium
Astrophysics and Cosmology,Stellar Classification and HR Diagrams,spectral classification;temperature;spectrum,Eduqas;AQA;OCR;Edexcel,What physical characteristics are used to classify stars into spectral classes?,Color and mass,Temperature and spectral lines,Orbit and temperature,Rotation rate and luminosity,B,Spectral classification is based on temperature and absorption lines observed in the star’s spectrum.,medium
Astrophysics and Cosmology,The Big Bang and Cosmic Microwave Background,big bang;origin;universe,Eduqas;AQA;OCR;Edexcel,What does the Big Bang theory propose?,The universe has always existed in a steady state,The universe formed from the collision of two stars,"The universe began from a single, extremely dense and hot point",The universe is shrinking over time,C,The Big Bang theory suggests the universe originated from a singularity around 13.8 billion years ago.,easy
Astrophysics and Cosmology,The Big Bang and Cosmic Microwave Background,cmb;cosmic microwave background;big bang,Eduqas;AQA;OCR;Edexcel,What is the cosmic microwave background (CMB)?,Radiation from the Sun,Light from distant galaxies,Thermal radiation left over from the Big Bang,Infrared radiation from black holes,C,"The CMB is low-energy microwave radiation from the early universe, a relic of the Big Bang.",easy
Astrophysics and Cosmology,The Big Bang and Cosmic Microwave Background,cmb;spectrum;black body,Eduqas;AQA;OCR;Edexcel,What type of spectrum does the CMB exhibit?,Absorption spectrum,Emission lines,Perfect black body spectrum,Continuous UV spectrum,C,"The CMB is a near-perfect black body spectrum, consistent with theoretical predictions.",medium
Astrophysics and Cosmology,The Big Bang and Cosmic Microwave Background,cmb;temperature;big bang evidence,Eduqas;AQA;OCR;Edexcel,What is the current temperature of the CMB?,2.7 K,100 K,273 K,0 K,A,The CMB is observed to have a temperature of approximately 2.7 Kelvin.,easy
Astrophysics and Cosmology,The Big Bang and Cosmic Microwave Background,cmb;evidence;big bang,Eduqas;AQA;OCR;Edexcel,Which of the following best describes the evidence provided by the CMB?,It shows galaxies are accelerating,It confirms the Earth is at the center of the universe,It supports the idea of an early hot dense universe,It disproves general relativity,C,"The uniform, isotropic CMB supports the theory that the universe was once hot and dense.",medium
Astrophysics and Cosmology,The Big Bang and Cosmic Microwave Background,cmb;support;big bang,Eduqas;AQA;OCR;Edexcel,How does the CMB support the Big Bang theory?,It shows that galaxies are all redshifted,It matches predictions of a uniformly expanding universe,It provides evidence of cosmic inflation,"It is leftover radiation from a hot, dense early universe",D,"The CMB is remnant radiation from the hot, dense phase shortly after the Big Bang.",medium
Astrophysics and Cosmology,The Big Bang and Cosmic Microwave Background,cmb;uniformity;inflation,Eduqas;AQA;OCR;Edexcel,Why is the CMB nearly uniform in all directions?,Due to Earth's magnetic field,Due to cosmic inflation smoothing temperature fluctuations,Due to redshift of light from nearby stars,Because the universe is static,B,"Cosmic inflation stretched the early universe, making temperature differences very small across large regions.",hard
Astrophysics and Cosmology,The Big Bang and Cosmic Microwave Background,cmb;recombination;transparency,Eduqas;AQA;OCR;Edexcel,"What key event made the universe transparent to radiation, allowing the CMB to form?",Formation of stars,Recombination of electrons and nuclei,Expansion of galaxies,Collision of galaxy clusters,B,"Recombination allowed photons to travel freely, creating the observable CMB.",hard
Astrophysics and Cosmology,The Big Bang and Cosmic Microwave Background,cobe;satellite;cmb mapping,Eduqas;AQA;OCR;Edexcel,Which satellite first provided detailed measurements of the CMB?,COBE,Voyager,Hubble,Kepler,A,The COBE satellite mapped the CMB and confirmed its black body spectrum.,medium
Astrophysics and Cosmology,The Big Bang and Cosmic Microwave Background,cmb;isotropy;early universe,Eduqas;AQA;OCR;Edexcel,What does isotropy of the CMB imply about the early universe?,It was chaotic and uneven,It had significant temperature differences,It was uniform in temperature and density,It was completely cold,C,"Isotropy of the CMB implies the early universe was uniform, supporting inflation theory.",medium
Particles and Nuclear Structure,Applications of Particle Physics,PET scan;annihilation;gamma rays;medical imaging,Eduqas;AQA;OCR;Edexcel,Which medical imaging technique relies on the detection of gamma rays emitted by positron-electron annihilation?,MRI,PET scan,X-ray,CT scan,B,PET scans use positron-emitting isotopes. Annihilation with electrons produces gamma rays detected to form images.,medium
Particles and Nuclear Structure,Applications of Particle Physics,cyclotron;radiotherapy;proton beam therapy,Eduqas;AQA;OCR;Edexcel,What is the function of a cyclotron in cancer treatment?,Heating tissue,Detecting radiation,Accelerating particles for radiotherapy,Fusing cells,C,Cyclotrons accelerate protons or heavy ions used in targeted radiotherapy.,medium
Particles and Nuclear Structure,Applications of Particle Physics,PET;positron emission;isotopes,Eduqas;AQA;OCR;Edexcel,What property makes positron-emitting isotopes useful in PET scans?,High binding energy,Ability to penetrate bone,Short half-life and detectable gamma emission,Resistance to decay,C,Short half-life reduces patient exposure. Positron emission leads to gamma rays detectable by scanners.,medium
Particles and Nuclear Structure,Applications of Particle Physics,proton therapy;beam monitoring;detectors,Eduqas;AQA;OCR;Edexcel,In which application are particle detectors used to monitor proton beam direction and intensity in real time?,MRI,Nuclear fission,Proton therapy,X-ray imaging,C,"In proton therapy, detectors ensure the beam is delivered accurately to the tumour.",medium
Particles and Nuclear Structure,Applications of Particle Physics,PET;fluorine-18;medical isotope,Eduqas;AQA;OCR;Edexcel,Which isotope is commonly used in PET scanning?,C-12,F-18,U-235,C-14,B,Fluorine-18 is widely used in PET due to its positron emission and suitable half-life.,hard
Particles and Nuclear Structure,Applications of Particle Physics,proton therapy;bragg peak;tissue damage,Eduqas;AQA;OCR;Edexcel,What is the primary benefit of proton therapy over conventional X-ray therapy?,Lower cost,Less equipment,Minimized damage to surrounding tissue,Easier to operate,C,"Protons deposit most energy at a specific depth (Bragg peak), sparing healthy tissue.",medium
Particles and Nuclear Structure,Applications of Particle Physics,annihilation;PET;gamma rays,Eduqas;AQA;OCR;Edexcel,How is the energy of gamma photons used in PET scans typically produced?,Spontaneous nuclear fission,Beta-minus decay,Annihilation of positron and electron,Fusion of hydrogen nuclei,C,Annihilation of a positron with an electron produces two gamma photons.,medium
Particles and Nuclear Structure,Applications of Particle Physics,beta-plus decay;PET scan;medical physics,Eduqas;AQA;OCR;Edexcel,Which process in particle physics is used in positron emission tomography?,Beta-minus decay,Electron capture,Beta-plus decay,Alpha decay,C,PET scans use isotopes that decay via beta-plus (positron) emission.,easy
Particles and Nuclear Structure,Applications of Particle Physics,cosmic rays;particle detection;ionisation,Eduqas;AQA;OCR;Edexcel,Which fundamental principle allows particle physics detectors to identify particles from cosmic rays?,Speed of light constancy,Ionisation and track curvature,Quantum tunnelling,Mass defect,B,"Charged particles ionise detector media and curve in magnetic fields, allowing identification.",hard
Particles and Nuclear Structure,Applications of Particle Physics,radioactive tracers;half-life;medical imaging,Eduqas;AQA;OCR;Edexcel,Why are short half-lives preferred in medical radioactive tracers?,To increase detection range,To ensure long-term monitoring,To reduce patient exposure,To allow reuse,C,Short half-lives ensure that radiation exposure is brief and limits biological harm.,easy
Particles and Nuclear Structure,"Fundamental Particles (quarks, leptons)",leptons;fundamental particles;electron,Eduqas;AQA;OCR;Edexcel,Which of the following is a fundamental particle?,Proton,Neutron,Electron,Pion,C,Electrons are leptons and are not made of smaller particles — they are fundamental.,easy
Particles and Nuclear Structure,"Fundamental Particles (quarks, leptons)",quarks;neutron;structure,Eduqas;AQA;OCR;Edexcel,Which quark combination makes up a neutron?,uud,udd,duu,ddu,B,A neutron is made up of one up and two down quarks: udd.,medium
Particles and Nuclear Structure,"Fundamental Particles (quarks, leptons)",positron;antiparticle;electron,Eduqas;AQA;OCR;Edexcel,Which particle is the antiparticle of the electron?,Muon,Tau,Neutrino,Positron,D,The positron has the same mass as an electron but opposite (positive) charge.,easy
Particles and Nuclear Structure,"Fundamental Particles (quarks, leptons)",leptons;classification;proton,Eduqas;AQA;OCR;Edexcel,Which of the following is not a lepton?,Muon,Electron,Neutrino,Proton,D,"The proton is a baryon (made of quarks), not a lepton.",medium
Particles and Nuclear Structure,"Fundamental Particles (quarks, leptons)",quarks;charge;down quark,Eduqas;AQA;OCR;Edexcel,What is the electric charge of a down quark?,+2/3 e,-1/3 e,-2/3 e,+1/3 e,B,Down quarks carry a charge of -1/3 e.,medium
Particles and Nuclear Structure,"Fundamental Particles (quarks, leptons)",baryons;mesons;quark content,Eduqas;AQA;OCR;Edexcel,Which property distinguishes baryons from mesons?,Mass,Charge,Quark content,Spin,C,Baryons are made of 3 quarks; mesons are made of a quark-antiquark pair.,medium
Particles and Nuclear Structure,"Fundamental Particles (quarks, leptons)",baryon number;proton;fundamental properties,Eduqas;AQA;OCR;Edexcel,What is the baryon number of a proton?,0,1,-1,1/3,B,Baryons such as protons and neutrons have baryon number +1.,easy
Particles and Nuclear Structure,"Fundamental Particles (quarks, leptons)",neutrino;leptons;properties,Eduqas;AQA;OCR;Edexcel,Which of the following best describes a neutrino?,"Massless, charged lepton","Massless, neutral lepton",Massive baryon,Massive quark,B,"Neutrinos are extremely low mass, neutral leptons.",medium
Particles and Nuclear Structure,"Fundamental Particles (quarks, leptons)",leptons;forces;interactions,Eduqas;AQA;OCR;Edexcel,Which interaction are leptons not affected by?,Gravitational,Electromagnetic,Strong nuclear,Weak nuclear,C,Leptons do not experience the strong nuclear force.,hard
Particles and Nuclear Structure,"Fundamental Particles (quarks, leptons)",weak force;beta decay;fundamental interactions,Eduqas;AQA;OCR;Edexcel,Which fundamental interaction is responsible for beta decay?,Gravitational,Strong,Weak,Electromagnetic,C,Beta decay is governed by the weak nuclear force.,medium
Particles and Nuclear Structure,Nuclear Equations and Half-life,half-life;definition;radioactive decay,Eduqas;AQA;OCR;Edexcel,What is the definition of half-life?,Time for all nuclei to decay,Time for the activity to double,Time for half the unstable nuclei to decay,Time for half the neutrons to be emitted,C,Half-life is the time it takes for half the radioactive nuclei in a sample to decay.,easy
Particles and Nuclear Structure,Nuclear Equations and Half-life,mass remaining;half-life;radioactivity,Eduqas;AQA;OCR;Edexcel,A radioactive substance has a half-life of 12 hours. How much of a 64 g sample remains after 36 hours?,32 g,24 g,16 g,8 g,D,36 hours = 3 half-lives → 64 → 32 → 16 → 8 g.,medium
Particles and Nuclear Structure,Nuclear Equations and Half-life,half-life;radioactive decay;decay rate,Eduqas;AQA;OCR;Edexcel,Which quantity is halved during each half-life of a radioactive sample?,Number of atoms,Decay constant,Atomic number,Mass number,A,Each half-life reduces the number of undecayed nuclei (or mass) by half.,medium
Particles and Nuclear Structure,Nuclear Equations and Half-life,exponential decay;half-life;nuclei remaining,Eduqas;AQA;OCR;Edexcel,How many undecayed nuclei remain from an original 1.2×10⁷ after 5 half-lives?,3.75×10⁵,3.75×10⁶,6.0×10⁵,2.4×10⁶,A,Remaining = N₀ × (1/2)^5 = 1.2×10⁷ × (1/32) ≈ 3.75×10⁵.,hard
Particles and Nuclear Structure,Nuclear Equations and Half-life,nuclear equation;conservation;mass and charge,Eduqas;AQA;OCR;Edexcel,What does a balanced nuclear equation conserve?,Energy and charge only,Mass number and charge,Electrons and charge,Neutrons and protons,B,Nuclear equations conserve both atomic (charge) and mass numbers.,easy
Particles and Nuclear Structure,Nuclear Equations and Half-life,nuclear decay;alpha decay;daughter nucleus,Eduqas;AQA;OCR;Edexcel,"In the decay of polonium-210 by alpha emission, what is the resulting daughter nucleus?",Lead-208,Radon-210,Lead-206,Bismuth-212,C,"Po-210 emits an alpha particle (mass 4, charge 2), becoming Pb-206.",medium
Particles and Nuclear Structure,Nuclear Equations and Half-life,decay constant;half-life;calculation,Eduqas;AQA;OCR;Edexcel,"If the decay constant of a substance is 0.0008 s⁻¹, what is its half-life?",866 s,1000 s,1250 s,1425 s,A,T½ = ln(2)/λ = 0.693 / 0.0008 ≈ 866 s.,hardcore
Particles and Nuclear Structure,Nuclear Equations and Half-life,activity;radioactive decay;half-life,Eduqas;AQA;OCR;Edexcel,A source has an initial activity of 480 Bq and a half-life of 6 hours. What will its activity be after 18 hours?,240 Bq,120 Bq,60 Bq,30 Bq,D,18 hours = 3 half-lives → 480 → 240 → 120 → 60 Bq.,medium
Particles and Nuclear Structure,Nuclear Equations and Half-life,lambda;half-life;radioactivity,Eduqas;AQA;OCR;Edexcel,Calculate the decay constant for a nuclide with a half-life of 4.5 minutes.,0.154 min⁻¹,0.231 min⁻¹,0.126 min⁻¹,0.693 min⁻¹,B,λ = ln(2)/T½ = 0.693 / 3.0 ≈ 0.231 min⁻¹.,hard
Particles and Nuclear Structure,Nuclear Equations and Half-life,decay;percentage;half-life,Eduqas;AQA;OCR;Edexcel,"After 2 half-lives, what percentage of a radioactive sample remains undecayed?",50%,25%,12.5%,75%,B,Remaining = (1/2)^2 = 1/4 = 25%.,easy
Particles and Nuclear Structure,Binding Energy and Fission/Fusion,mass defect;binding energy;nuclear structure,Eduqas;AQA;OCR;Edexcel,What is meant by mass defect in a nucleus?,The mass of an electron lost during decay,The difference between the mass of the nucleus and its nucleons,The energy gained during fusion,The missing neutrons in a stable nucleus,B,Mass defect is the difference between the mass of the separated nucleons and the mass of the nucleus.,medium
Particles and Nuclear Structure,Binding Energy and Fission/Fusion,binding energy;mass-energy equivalence;E=mc²,Eduqas;AQA;OCR;Edexcel,Which equation links mass defect and binding energy?,E = mc,E = mc²,E = mv²,E = ½mv²,B,Einstein’s equation E = mc² relates mass and energy.,easy
Particles and Nuclear Structure,Binding Energy and Fission/Fusion,fission;nuclear energy;reaction,Eduqas;AQA;OCR;Edexcel,Which process releases energy by splitting a large nucleus into two smaller ones?,Fusion,Fission,Decay,Annihilation,B,"Fission is the process of splitting a heavy nucleus into lighter nuclei, releasing energy.",easy
Particles and Nuclear Structure,Binding Energy and Fission/Fusion,fusion;light nuclei;energy release,Eduqas;AQA;OCR;Edexcel,Which of the following is true about nuclear fusion?,It occurs naturally in nuclear reactors,It splits a heavy nucleus,It requires extremely low temperatures,It combines light nuclei into a heavier one,D,"Fusion combines light nuclei, such as hydrogen isotopes, to form heavier nuclei.",easy
Particles and Nuclear Structure,Binding Energy and Fission/Fusion,binding energy;mass defect;E=mc²,Eduqas;AQA;OCR;Edexcel,Calculate the binding energy of a nucleus with mass defect 0.030 u. (1 u = 931.5 MeV/c²),27.9 MeV,24.5 MeV,32.1 MeV,20.3 MeV,A,E = 0.030 × 931.5 = 27.945 MeV ≈ 27.9 MeV.,hard
Particles and Nuclear Structure,Binding Energy and Fission/Fusion,fission;fuel;uranium-235,Eduqas;AQA;OCR;Edexcel,What is the typical fuel used in nuclear fission reactors?,Carbon-14,Uranium-235,Hydrogen-1,Plutonium-239,B,Uranium-235 is a common fuel in nuclear fission reactors.,medium
Particles and Nuclear Structure,Binding Energy and Fission/Fusion,fusion;temperature;electrostatic repulsion,Eduqas;AQA;OCR;Edexcel,Why does fusion require very high temperatures?,To ionize atoms,To create antimatter,To overcome electrostatic repulsion between nuclei,To prevent neutron loss,C,High temperatures give nuclei enough kinetic energy to overcome electrostatic repulsion.,hard
Particles and Nuclear Structure,Binding Energy and Fission/Fusion,fusion;deuterium;tritium,Eduqas;AQA;OCR;Edexcel,Which energy source results from combining deuterium and tritium nuclei?,Alpha decay,Fission,Beta decay,Fusion,D,Deuterium and tritium undergo nuclear fusion to form helium and release energy.,medium
Particles and Nuclear Structure,Binding Energy and Fission/Fusion,binding energy;helium nucleus;mass defect,Eduqas;AQA;OCR;Edexcel,The mass of a helium nucleus is 4.0015 u. The sum of the masses of its nucleons is 4.0320 u. What is the binding energy?,28.3 MeV,31.1 MeV,25.6 MeV,30.0 MeV,A,Mass defect = 4.0320 - 4.0015 = 0.0305 u; E = 0.0305 × 931.5 ≈ 28.4 MeV.,hardcore
Particles and Nuclear Structure,Binding Energy and Fission/Fusion,binding energy;fusion;per nucleon,Eduqas;AQA;OCR;Edexcel,Which of the following best explains why fusion produces more energy per nucleon than fission?,Fusion reactions involve more massive nuclei,Fusion occurs faster than fission,Fusion products are closer to the peak of the binding energy per nucleon curve,Fission reactions are endothermic,C,"Fusion products lie closer to the peak of the binding energy curve, meaning more energy is released per nucleon.",hard
Particles and Nuclear Structure,Particle Accelerators and Detectors,particle accelerator;kinetic energy;purpose,Eduqas;AQA;OCR;Edexcel,What is the main purpose of a particle accelerator?,To split atoms,To slow down particles,To increase particle kinetic energy,To detect radiation,C,Accelerators increase the kinetic energy of particles to high speeds for collisions and studies.,easy
Particles and Nuclear Structure,Particle Accelerators and Detectors,accelerator;linear;electric field,Eduqas;AQA;OCR;Edexcel,Which type of accelerator uses a changing electric field to accelerate particles in a straight line?,Cyclotron,Synchrotron,Linear accelerator,Van de Graaff generator,C,A linear accelerator (linac) accelerates particles in a straight line using alternating electric fields.,medium
Particles and Nuclear Structure,Particle Accelerators and Detectors,magnetic field;charged particles;acceleration,Eduqas;AQA;OCR;Edexcel,What force is used to bend the paths of charged particles in circular accelerators?,Electric,Gravitational,Nuclear,Magnetic,D,Magnetic fields bend the paths of charged particles in devices like cyclotrons and synchrotrons.,medium
Particles and Nuclear Structure,Particle Accelerators and Detectors,bubble chamber;detection;particle tracks,Eduqas;AQA;OCR;Edexcel,Which of these is commonly used to detect particle tracks?,Bubble chamber,Electric motor,Loudspeaker,Transformer,A,Bubble chambers allow visualization of particle tracks as bubbles form along their paths.,easy
Particles and Nuclear Structure,Particle Accelerators and Detectors,drift tube;acceleration;linac,Eduqas;AQA;OCR;Edexcel,Which part of a particle accelerator system increases particle energy by switching polarity at precise intervals?,Magnet,Drift tube,Detector,Vacuum chamber,B,Drift tubes in a linac accelerate particles using alternating electric fields.,hard
Particles and Nuclear Structure,Particle Accelerators and Detectors,vacuum;accelerators;collisions,Eduqas;AQA;OCR;Edexcel,Why is a vacuum used inside particle accelerators?,To cool the particles,To reduce collisions with air molecules,To attract electrons,To increase mass of particles,B,A vacuum minimizes interactions between the accelerated particles and air molecules.,medium
Particles and Nuclear Structure,Particle Accelerators and Detectors,cloud chamber;ionisation;tracks,Eduqas;AQA;OCR;Edexcel,What is typically detected in a cloud chamber?,Photon radiation,Visible trails from ionised particles,Electromagnetic fields,Neutrino paths,B,Ionised particles leave visible condensation trails in cloud chambers.,medium
Particles and Nuclear Structure,Particle Accelerators and Detectors,LHC;synchrotron;CERN,Eduqas;AQA;OCR;Edexcel,Which particle accelerator is used in the LHC at CERN?,Cyclotron,Synchrotron,Linear accelerator,Van de Graaff,B,The LHC is a synchrotron — a circular accelerator with synchronized magnetic fields.,hard
Particles and Nuclear Structure,Particle Accelerators and Detectors,synchrotron;acceleration;timing,Eduqas;AQA;OCR;Edexcel,Why must particles be synchronised with accelerating fields in a synchrotron?,To maintain constant energy,To avoid magnetic repulsion,To ensure correct acceleration timing,To create electric fields,C,Synchronisation ensures that particles receive boosts at precise points in the ring.,hardcore
